product_id,path,article,download_url,licence,artist,source_url
dry_pasta_raw,/img/products/dry_pasta_raw.jpg,Pasta,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/%28Pasta%29_by_David_Adam_Kess_%28pic.2%29.jpg/960px-%28Pasta%29_by_David_Adam_Kess_%28pic.2%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,David Adam Kess,https://commons.wikimedia.org/wiki/File:(Pasta)_by_David_Adam_Kess_(pic.2).jpg
dry_pea_raw,/img/products/dry_pea_raw.jpg,Pea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Peas_in_pods_-_Studio.jpg/960px-Peas_in_pods_-_Studio.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Bill Ebbesen,https://commons.wikimedia.org/wiki/File:Peas_in_pods_-_Studio.jpg
egg_curry,/img/products/egg_curry.jpg,Spicy Anda Curry.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Spicy_Anda_Curry.jpg/960px-Spicy_Anda_Curry.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,https://onlybestrecipes.com/egg-curry-recipeegg-curry-recipe/,https://commons.wikimedia.org/wiki/File:Spicy_Anda_Curry.jpg
egg_raw,/img/products/egg_raw.jpg,Egg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Adolphe_Millot_oeufs-fixed.jpg/960px-Adolphe_Millot_oeufs-fixed.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Adolphe Millot,https://commons.wikimedia.org/wiki/File:Adolphe_Millot_oeufs-fixed.jpg
fenugreek_leaf_raw,/img/products/fenugreek_leaf_raw.jpg,Fenugreek,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Illustration_Trigonella_foenum-graecum0_clean.jpg/960px-Illustration_Trigonella_foenum-graecum0_clean.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Prof. Dr. Otto Wilhelm Thomé derivative work: Ninjatacoshell (talk),https://commons.wikimedia.org/wiki/File:Illustration_Trigonella_foenum-graecum0_clean.jpg
filter_coffee,/img/products/filter_coffee.jpg,Indian filter coffee,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Filter_kaapi.JPG/960px-Filter_kaapi.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Vallari.a,https://commons.wikimedia.org/wiki/File:Filter_kaapi.JPG
french_beans_raw,/img/products/french_beans_raw.jpg,Green bean,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Heaps_of_beans.jpg/960px-Heaps_of_beans.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,GFDL 1.2,unknown,https://commons.wikimedia.org/wiki/File:Heaps_of_beans.jpg
garlic_raw,/img/products/garlic_raw.jpg,Garlic,https://upload.wikimedia.org/wikipedia/commons/3/39/Allium_sativum_Woodwill_1793.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,unknown,https://commons.wikimedia.org/wiki/File:Allium_sativum_Woodwill_1793.jpg
ginger_raw,/img/products/ginger_raw.jpg,Ginger,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Koeh-146-no_text.jpg/960px-Koeh-146-no_text.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Koeh-146-no_text.jpg
goat_meat_raw,/img/products/goat_meat_raw.jpg,Goat meat,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Goat_meat.jpg/960px-Goat_meat.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Kalungi Nathan,https://commons.wikimedia.org/wiki/File:Goat_meat.jpg
grapefruit_raw,/img/products/grapefruit_raw.jpg,Grapefruit,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Grapefruits_-_whole-halved-segments.jpg/960px-Grapefruits_-_whole-halved-segments.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Ivar Leidus,https://commons.wikimedia.org/wiki/File:Grapefruits_-_whole-halved-segments.jpg
grapes_raw,/img/products/grapes_raw.jpg,Grape,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Grapes%2C_Rostov-on-Don%2C_Russia.jpg/960px-Grapes%2C_Rostov-on-Don%2C_Russia.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 4.0,Vyacheslav Argenberg,"https://commons.wikimedia.org/wiki/File:Grapes,_Rostov-on-Don,_Russia.jpg"
green_pea_raw,/img/products/green_pea_raw.jpg,Pea,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Peas_in_pods_-_Studio.jpg/960px-Peas_in_pods_-_Studio.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Bill Ebbesen,https://commons.wikimedia.org/wiki/File:Peas_in_pods_-_Studio.jpg
groundnut_raw,/img/products/groundnut_raw.jpg,Peanut,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Arachis_hypogaea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-163.jpg/960px-Arachis_hypogaea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-163.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Arachis_hypogaea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-163.jpg
guava_raw,/img/products/guava_raw.jpg,Guava,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Guava_pink_fruit.jpg/960px-Guava_pink_fruit.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Ivar Leidus,https://commons.wikimedia.org/wiki/File:Guava_pink_fruit.jpg
idli,/img/products/idli.jpg,Idli,https://upload.wikimedia.org/wikipedia/commons/1/11/Idli_Sambar.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 3.0,Soumya dey at English Wikipedia,https://commons.wikimedia.org/wiki/File:Idli_Sambar.JPG
instant_noodles,/img/products/instant_noodles.jpg,Instant noodles,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Mama_instant_noodle_block.jpg/960px-Mama_instant_noodle_block.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Takeaway,https://commons.wikimedia.org/wiki/File:Mama_instant_noodle_block.jpg
jackfruit_raw,/img/products/jackfruit_raw.jpg,Jackfruit,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/The_jackfruit_is_holding_on_to_the_tree.jpg/960px-The_jackfruit_is_holding_on_to_the_tree.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,"This work was made by Tushar Hossain and released under the license(s) stated below. Please feel free to use it for any purpose as long as you credit Tushar Hossain as author and follow the terms of the chosen license. If you use this work outside of the Wikimedia projects, I would very much like to get a note from you. Thanks!",https://commons.wikimedia.org/wiki/File:The_jackfruit_is_holding_on_to_the_tree.jpg
jaggery,/img/products/jaggery.jpg,Jaggery,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Sa-indian-gud.jpg/960px-Sa-indian-gud.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Sanjay ach,https://commons.wikimedia.org/wiki/File:Sa-indian-gud.jpg
jeans_pair,/img/products/jeans_pair.jpg,Jeans,https://upload.wikimedia.org/wikipedia/commons/5/5a/Jeans.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,uploaded by Juanmak,https://commons.wikimedia.org/wiki/File:Jeans.jpg
jowar_raw,/img/products/jowar_raw.jpg,Sorghum,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Sorghum_bicolor03.jpg/960px-Sorghum_bicolor03.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,No machine-readable author provided. Pethan assumed (based on copyright claims).,https://commons.wikimedia.org/wiki/File:Sorghum_bicolor03.jpg
jute_bag,/img/products/jute_bag.jpg,Jute,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Jute_-_Kolkata_2003-10-31_00538.JPG/960px-Jute_-_Kolkata_2003-10-31_00538.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 3.0,Biswarup Ganguly,https://commons.wikimedia.org/wiki/File:Jute_-_Kolkata_2003-10-31_00538.JPG
jute_raw,/img/products/jute_raw.jpg,Jute,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Jute_-_Kolkata_2003-10-31_00538.JPG/960px-Jute_-_Kolkata_2003-10-31_00538.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 3.0,Biswarup Ganguly,https://commons.wikimedia.org/wiki/File:Jute_-_Kolkata_2003-10-31_00538.JPG
khichdi,/img/products/khichdi.jpg,Masala Khichadi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Masala_Khichadi.jpg/960px-Masala_Khichadi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Dkgohil,https://commons.wikimedia.org/wiki/File:Masala_Khichadi.jpg
kidney_bean_raw,/img/products/kidney_bean_raw.jpg,Kidney bean,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Red_Rajma_BNC.jpg/960px-Red_Rajma_BNC.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,GFDL 1.2,Prathyush Thomas,https://commons.wikimedia.org/wiki/File:Red_Rajma_BNC.jpg
kiwi_raw,/img/products/kiwi_raw.jpg,Kiwifruit,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Actinidia_fruits.jpg/960px-Actinidia_fruits.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Crowhurst et al.,https://commons.wikimedia.org/wiki/File:Actinidia_fruits.jpg
lemon_raw,/img/products/lemon_raw.jpg,Lemon,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/P1030323.JPG/960px-P1030323.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Elena Chochkova,https://commons.wikimedia.org/wiki/File:P1030323.JPG
lentil_raw,/img/products/lentil_raw.jpg,Lentil,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/3_types_of_lentil.png/960px-3_types_of_lentil.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 2.5,User:Justinc,https://commons.wikimedia.org/wiki/File:3_types_of_lentil.png
lettuce_raw,/img/products/lettuce_raw.jpg,Lettuce,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Iceberg_lettuce_in_SB.jpg/960px-Iceberg_lettuce_in_SB.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 1.0,en:User:Geographer,https://commons.wikimedia.org/wiki/File:Iceberg_lettuce_in_SB.jpg
linseed_raw,/img/products/linseed_raw.jpg,Flax,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/K%C3%B6hler%27s_Medizinal-Pflanzen_in_naturgetreuen_Abbildungen_mit_kurz_erl%C3%A4uterndem_Texte_%28Plate_16%29_BHL303594.jpg/960px-K%C3%B6hler%27s_Medizinal-Pflanzen_in_naturgetreuen_Abbildungen_mit_kurz_erl%C3%A4uterndem_Texte_%28Plate_16%29_BHL303594.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"Brandt, Wilhelm; Gürke, M.; Köhler, F. E.; Pabst, G.; Schellenberg, G.; Vogtherr, Max.",https://commons.wikimedia.org/wiki/File:K%C3%B6hler%27s_Medizinal-Pflanzen_in_naturgetreuen_Abbildungen_mit_kurz_erl%C3%A4uterndem_Texte_(Plate_16)_BHL303594.jpg
maize_oil_raw,/img/products/maize_oil_raw.jpg,Corn oil,https://upload.wikimedia.org/wikipedia/commons/1/1f/Corn_oil_%28mais%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 3.0,Basilicofresco,https://commons.wikimedia.org/wiki/File:Corn_oil_(mais).jpg
maize_raw,/img/products/maize_raw.jpg,Maize,https://upload.wikimedia.org/wikipedia/commons/e/e3/Zea_mays_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-283.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Zea_mays_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-283.jpg
mango_raw,/img/products/mango_raw.jpg,Mango,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Mangos_-_single_and_halved.jpg/960px-Mangos_-_single_and_halved.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Ivar Leidus,https://commons.wikimedia.org/wiki/File:Mangos_-_single_and_halved.jpg
masala_dosa,/img/products/masala_dosa.jpg,Masala dosa,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Masala_Dosa_2023.jpg/960px-Masala_Dosa_2023.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Yakshitha,https://commons.wikimedia.org/wiki/File:Masala_Dosa_2023.jpg
milk_raw,/img/products/milk_raw.jpg,Milk,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Glass_of_Milk_%2833657535532%29.jpg/960px-Glass_of_Milk_%2833657535532%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 2.0,NIAID,https://commons.wikimedia.org/wiki/File:Glass_of_Milk_(33657535532).jpg
mint_leaf_raw,/img/products/mint_leaf_raw.jpg,Mentha,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Mentha_spicata-IMG_6186.jpg/960px-Mentha_spicata-IMG_6186.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,C T Johansson,https://commons.wikimedia.org/wiki/File:Mentha_spicata-IMG_6186.jpg
mung_bean_raw,/img/products/mung_bean_raw.jpg,Mung bean,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Mung_beans_%28Vigna_radiata%29.jpg/960px-Mung_beans_%28Vigna_radiata%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Ivar Leidus,https://commons.wikimedia.org/wiki/File:Mung_beans_(Vigna_radiata).jpg
mushroom_raw,/img/products/mushroom_raw.jpg,Edible mushroom,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Edible_fungi_in_basket_2009_G1_%28cropped%29.jpg/960px-Edible_fungi_in_basket_2009_G1_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,George Chernilevsky,https://commons.wikimedia.org/wiki/File:Edible_fungi_in_basket_2009_G1_(cropped).jpg
mustard_raw,/img/products/mustard_raw.jpg,Brassica juncea,https://upload.wikimedia.org/wikipedia/commons/4/42/Brassica_juncea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-168.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,Walther Otto Müller,https://commons.wikimedia.org/wiki/File:Brassica_juncea_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-168.jpg
mutton_curry,/img/products/mutton_curry.jpg,Mutton curry,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Bengali_Mutton_Curry.JPG/960px-Bengali_Mutton_Curry.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Kajori.p,https://commons.wikimedia.org/wiki/File:Bengali_Mutton_Curry.JPG
oats_raw,/img/products/oats_raw.jpg,Oat,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/AvenaSativa3.jpg/960px-AvenaSativa3.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Christian Fischer,https://commons.wikimedia.org/wiki/File:AvenaSativa3.jpg
okra_raw,/img/products/okra_raw.jpg,Okra,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Hong_Kong_Okra_Aug_25_2012.JPG/960px-Hong_Kong_Okra_Aug_25_2012.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Earth100,https://commons.wikimedia.org/wiki/File:Hong_Kong_Okra_Aug_25_2012.JPG
olive_raw,/img/products/olive_raw.jpg,Olive,https://upload.wikimedia.org/wikipedia/commons/8/84/Olivesfromjordan.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 3.0,en:User:Nickfraser,https://commons.wikimedia.org/wiki/File:Olivesfromjordan.jpg
omelette,/img/products/omelette.jpg,Omelette,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Gorgonzola_%2B_Bacon_Omelette_%40_Omelegg_%40_Amsterdam_%2816600947041%29.jpg/960px-Gorgonzola_%2B_Bacon_Omelette_%40_Omelegg_%40_Amsterdam_%2816600947041%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 2.0,"Guilhem Vellut from Annecy, France",https://commons.wikimedia.org/wiki/File:Gorgonzola_%2B_Bacon_Omelette_@_Omelegg_@_Amsterdam_(16600947041).jpg
onion_raw,/img/products/onion_raw.jpg,Onion,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Mixed_onions.jpg/960px-Mixed_onions.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Colin,https://commons.wikimedia.org/wiki/File:Mixed_onions.jpg
orange_juice_raw,/img/products/orange_juice_raw.jpg,Orange juice,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Orangejuice.jpg/960px-Orangejuice.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC0,rawpixel.com,https://commons.wikimedia.org/wiki/File:Orangejuice.jpg
orange_raw,/img/products/orange_raw.jpg,Orange (fruit),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Oranges_-_whole-halved-segment.jpg/960px-Oranges_-_whole-halved-segment.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Ivar Leidus,https://commons.wikimedia.org/wiki/File:Oranges_-_whole-halved-segment.jpg
paneer_butter_masala,/img/products/paneer_butter_masala.jpg,Shahi paneer,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Shahi_panner.jpg/960px-Shahi_panner.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Om shankar singh,https://commons.wikimedia.org/wiki/File:Shahi_panner.jpg
papaya_raw,/img/products/papaya_raw.jpg,Papaya,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Carica_papaya_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-029.jpg/960px-Carica_papaya_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-029.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"Franz Eugen Köhler, Köhler's Medizinal-Pflanzen",https://commons.wikimedia.org/wiki/File:Carica_papaya_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-029.jpg
parle_g_biscuit,/img/products/parle_g_biscuit.jpg,Parle-G Biscuit.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Parle-G_Biscuit.jpg/960px-Parle-G_Biscuit.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,Ashish Gupta,https://commons.wikimedia.org/wiki/File:Parle-G_Biscuit.jpg
pav_bhaji,/img/products/pav_bhaji.jpg,Pav bhaji,https://upload.wikimedia.org/wikipedia/commons/4/4a/Bambayya_Pav_bhaji.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 4.0,Rupali Banarase,https://commons.wikimedia.org/wiki/File:Bambayya_Pav_bhaji.jpg
peach_raw,/img/products/peach_raw.jpg,Peach,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Illustration_Prunus_persica_clean_no_descr.jpg/960px-Illustration_Prunus_persica_clean_no_descr.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,File:Illustration Prunus persica0.jpg: PLEASE COMPLETE AUTHOR INFORMATION derivative work: Kenraiz,https://commons.wikimedia.org/wiki/File:Illustration_Prunus_persica_clean_no_descr.jpg
pear_raw,/img/products/pear_raw.jpg,Pear,https://upload.wikimedia.org/wikipedia/commons/c/cf/Pears.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,Public domain,Keith Weller,https://commons.wikimedia.org/wiki/File:Pears.jpg
pigeonpea_raw,/img/products/pigeonpea_raw.jpg,Pigeon pea,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Cajanus_cajan_Blanco1.167-cropped.jpg/960px-Cajanus_cajan_Blanco1.167-cropped.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Francisco Manuel Blanco (O.S.A.),https://commons.wikimedia.org/wiki/File:Cajanus_cajan_Blanco1.167-cropped.jpg
pineapple_raw,/img/products/pineapple_raw.jpg,Pineapple,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/%E0%B4%95%E0%B5%88%E0%B4%A4%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B4%95%E0%B5%8D%E0%B4%95.jpg/960px-%E0%B4%95%E0%B5%88%E0%B4%A4%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B4%95%E0%B5%8D%E0%B4%95.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 3.0,Suniltg at Malayalam Wikipedia,https://commons.wikimedia.org/wiki/File:%E0%B4%95%E0%B5%88%E0%B4%A4%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B4%95%E0%B5%8D%E0%B4%95.jpg
pistachio_raw,/img/products/pistachio_raw.jpg,Pistachio,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Pistachio_vera.jpg/960px-Pistachio_vera.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 2.0,THOR,https://commons.wikimedia.org/wiki/File:Pistachio_vera.jpg
plantain_raw,/img/products/plantain_raw.jpg,Cooking banana,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Mega_racimos_de_guineos.jpg/960px-Mega_racimos_de_guineos.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY 2.0,J &amp; E,https://commons.wikimedia.org/wiki/File:Mega_racimos_de_guineos.jpg
plum_raw,/img/products/plum_raw.jpg,Plum,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Plums_African_Rose_-_whole%2C_halved_and_slice.jpg/960px-Plums_African_Rose_-_whole%2C_halved_and_slice.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 4.0,Ivar Leidus,"https://commons.wikimedia.org/wiki/File:Plums_African_Rose_-_whole,_halved_and_slice.jpg"
poha,/img/products/poha.jpg,Flattened rice,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Poha.jpg/960px-Poha.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,"Sanjay Acharya, aka Sanjay ach at en.wikipedia",https://commons.wikimedia.org/wiki/File:Poha.jpg
pomegranate_raw,/img/products/pomegranate_raw.jpg,Pomegranate,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Pomegranate_Juice_%282019%29.jpg/960px-Pomegranate_Juice_%282019%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Augustus Binu : flickr,https://commons.wikimedia.org/wiki/File:Pomegranate_Juice_(2019).jpg
poppy_raw,/img/products/poppy_raw.jpg,Poppy seed,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Poppy_seeds.jpg/960px-Poppy_seeds.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Odedr,https://commons.wikimedia.org/wiki/File:Poppy_seeds.jpg
potato_raw,/img/products/potato_raw.jpg,Potato,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Patates.jpg/960px-Patates.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"Scott Bauer, USDA ARS",https://commons.wikimedia.org/wiki/File:Patates.jpg
potato_starch_raw,/img/products/potato_starch_raw.jpg,Potato starch,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Potato_flour2.jpg/960px-Potato_flour2.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,Jon Pallbo (Jon.Pallbo@gmail.com),https://commons.wikimedia.org/wiki/File:Potato_flour2.jpg
pulao,/img/products/pulao.jpg,Pilaf,https://upload.wikimedia.org/wikipedia/commons/d/dd/Afghan_Palo.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,CC BY-SA 1.0,Jost Wagner,https://commons.wikimedia.org/wiki/File:Afghan_Palo.jpg
pumpkin_raw,/img/products/pumpkin_raw.jpg,Pumpkin,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/FrenchMarketPumpkinsB.jpg/960px-FrenchMarketPumpkinsB.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 3.0,Infrogmation of New Orleans,https://commons.wikimedia.org/wiki/File:FrenchMarketPumpkinsB.jpg
radish_raw,/img/products/radish_raw.jpg,Radish,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Radish_3371103037_4ab07db0bf_o.jpg/960px-Radish_3371103037_4ab07db0bf_o.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"Self, en:User:Jengod",https://commons.wikimedia.org/wiki/File:Radish_3371103037_4ab07db0bf_o.jpg
ragi_raw,/img/products/ragi_raw.jpg,Finger millet,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Finger_millet_3_11-21-02.jpg/960px-Finger_millet_3_11-21-02.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,Public domain,"mage taken by J. Wilson, USDA-ARS while in Ethiopia in 2002.",https://commons.wikimedia.org/wiki/File:Finger_millet_3_11-21-02.jpg
rajma_chawal,/img/products/rajma_chawal.jpg,Rajma,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Rajma_Masala_%2832081557778%29.jpg/960px-Rajma_Masala_%2832081557778%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,CC BY-SA 2.0,Gaurav Nemade,https://commons.wikimedia.org/wiki/File:Rajma_Masala_(32081557778).jpg
